State_Name,YY_Crude_Death_Rate_Cdr_Total_Female,AA_Sample_Units_Total,YY_Crude_Death_Rate_Cdr_Rural_Person,AA_Sample_Units_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Total,YY_Crude_Death_Rate_Cdr_Rural_Male,AA_Sample_Units_Urban,QQ_Institutional_Delivery_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Rural,YY_Crude_Death_Rate_Cdr_Rural_Female,AA_Households_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Vegetables_Fruits_Urban,YY_Crude_Death_Rate_Cdr_Urban_Person,AA_Households_Rural,TT_Children_Aged_12_23_Months_Fully_Immunized_Total,YY_Crude_Death_Rate_Cdr_Urban_Male,QQ_Delivery_At_Government_Institution_Rural,TT_Children_Aged_12_23_Months_Fully_Immunized_Rural,YY_Crude_Death_Rate_Cdr_Urban_Female,AA_Population_Total,YY_Post_Neo_Natal_Mortality_Rate_Total,YY_Post_Neo_Natal_Mortality_Rate_Rural,AA_Population_Urban,LL_Crude_Birth_Rate_Cbr_Total,RR_Mothers_Who_Received_Post_Natal_Check_Up_Within_48_Hrs_Of_Delivery_Total,AA_Ever_Married_Women_Aged_15_49_Years_Total,PP_Mothers_Who_Received_Anc_From_Govt_Source_Total,ZZ_Crude_Birth_Rate_Total_Upper_Limit,AA_Ever_Married_Women_Aged_15_49_Years_Rural,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Total,AA_Ever_Married_Women_Aged_15_49_Years_Urban,LL_Natural_Growth_Rate_Total,ZZ_Crude_Birth_Rate_Rural_Upper_Limit,AA_Currently_Married_Women_Aged_15_49_Years_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Total,AA_Currently_Married_Women_Aged_15_49_Years_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Rural,BB_Currently_Married_Illiterate_Women_Aged_15_49_Years_Rural,ZZ_Crude_Death_Rate_Total_Lower_Limit,AA_Children_12_23_Months_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Total,ZZ_Crude_Death_Rate_Rural_Lower_Limit,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Rural,ZZ_Crude_Death_Rate_Rural_Upper_Limit,EE_Marriages_Among_Males_Below_Legal_Age_21_Years_Total,YY_Crude_Death_Rate_Cdr_Total_Person,RR_New_Borns_Who_Were_Checked_Up_Within_24_Hrs_Of_Birth_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Total,YY_Crude_Death_Rate_Cdr_Total_Male,YY_Infant_Mortality_Rate_Imr_Total_Person,State_District_Name
Madhya Pradesh,9.9,42,11.3,31,77.1,11.8,11,53.1,76.0,10.6,10028,17.7,7.9,7713,42.4,8.4,43.7,39.9,7.5,41400,17.31,17.83,10179,28.8,68.2,8141.0,43.7,30.6,6219.0,6.2,1922,18.3,32.4,7817.0,92.5,5996.0,92.7,42.8,9.7,1821,61.2,10.5,58.5,12.0,17.3,10.5,67.4,59.2,11.0,70.58,Damoh
Madhya Pradesh,6.6,40,6.6,28,75.4,6.5,12,83.7,73.5,6.6,7202,1.8,6.8,4648,63.5,6.8,77.4,61.4,6.8,33458,30.01,30.41,11932,18.8,80.3,6528.0,43.2,20.4,4265.0,6.2,2263,12.2,22.0,6317.0,92.5,4113.0,92.8,49.1,5.8,1189,78.1,5.7,77.6,7.5,21.1,6.6,81.9,76.9,6.6,73.26,Datia
Madhya Pradesh,5.0,74,5.8,47,87.5,6.4,27,88.7,87.6,5.2,13798,7.5,5.0,8913,74.1,5.1,78.8,76.3,4.8,70575,23.3,26.42,24625,21.2,88.5,14586.0,59.8,22.6,9532.0,2.7,5054,15.6,24.2,14088.0,96.2,9215.0,96.0,49.7,5.0,2512,80.2,5.1,80.9,6.5,22.2,5.5,87.1,79.1,5.9,55.63,Dewas
Madhya Pradesh,5.6,41,6.0,31,80.7,6.8,10,83.6,80.3,5.3,7495,10.5,6.6,5888,69.8,6.3,78.1,70.8,6.9,38985,21.39,22.47,8129,24.2,86.3,7892.0,53.0,25.9,6230.0,2.3,1662,18.0,26.1,7526.0,97.5,5955.0,97.6,64.5,5.5,1381,78.0,5.4,79.7,6.7,28.4,6.2,81.0,85.9,6.7,54.1,Dhar
Madhya Pradesh,9.2,45,10.4,41,90.9,11.5,4,49.3,90.6,9.3,8284,7.1,6.8,7623,68.6,6.9,44.5,67.6,6.6,34474,21.93,22.04,2744,29.2,45.6,7201.0,32.0,30.8,6629.0,3.8,572,18.9,31.3,6664.0,94.5,6161.0,94.3,40.4,9.6,1689,81.4,9.7,80.7,11.1,20.7,10.2,52.2,76.8,11.3,66.18,Dindori
Madhya Pradesh,6.7,58,7.9,37,80.9,8.8,21,70.6,78.7,6.9,11371,5.9,7.3,8584,64.5,8.2,62.4,63.2,6.3,56169,23.47,24.97,14684,23.1,63.4,10478.0,39.8,24.8,7896.0,3.4,2582,15.4,26.6,10019.0,95.7,7580.0,95.1,57.7,7.1,2359,73.5,7.2,72.9,8.6,11.9,7.7,62.3,73.7,8.6,66.69,East Nimar
Madhya Pradesh,7.8,33,8.4,23,87.1,8.9,10,93.4,86.4,7.9,5679,9.1,7.9,3721,69.2,8.2,89.0,66.5,7.4,29399,28.87,30.72,9978,28.1,92.4,5700.0,63.2,29.8,3751.0,3.0,1949,19.8,32.5,5548.0,96.5,3655.0,95.7,65.1,7.3,1165,73.8,7.2,70.1,9.7,36.5,8.3,93.3,73.9,8.7,74.97,Guna
Madhya Pradesh,5.1,65,6.6,20,90.5,6.4,45,92.8,91.5,6.9,12799,3.1,5.6,4150,76.3,6.6,80.9,73.8,4.4,63269,16.59,22.27,42914,17.8,92.3,12146.0,57.3,19.3,3947.0,0.9,8199,11.9,23.8,11648.0,98.6,3821.0,97.7,53.9,5.3,2007,81.1,5.7,78.5,7.6,10.4,5.9,85.0,85.4,6.5,48.33,Gwalior
Madhya Pradesh,6.9,75,7.2,53,88.5,7.4,22,75.3,88.1,7.0,14547,19.7,6.0,10890,61.3,5.8,64.2,60.8,6.3,68116,21.85,22.81,16829,24.5,84.8,13234.0,39.2,25.4,9963.0,4.4,3271,17.5,26.4,12812.0,95.2,9682.0,94.4,30.5,6.4,2622,70.5,6.6,68.9,7.8,7.8,6.9,74.3,72.7,7.0,62.61,Harda
Madhya Pradesh,6.8,95,8.2,56,95.0,8.7,39,90.0,93.4,7.6,18249,32.0,6.1,10681,67.4,6.7,77.6,70.5,5.5,83096,14.93,16.66,33490,21.8,91.3,16031.0,50.0,22.8,9542.0,1.9,6489,14.4,25.9,15351.0,97.8,9180.0,97.0,33.6,6.9,2731,78.5,7.5,78.4,8.9,4.2,7.4,82.3,76.2,8.0,58.86,Hoshangabad
Madhya Pradesh,4.5,107,6.9,23,94.0,7.3,84,96.7,89.1,6.5,24253,3.8,4.7,5549,85.5,5.5,77.3,81.1,3.9,120277,13.14,15.48,91475,19.5,94.7,24765.0,57.8,21.1,6024.0,1.7,18741,14.3,26.2,23557.0,98.1,5777.0,98.6,40.8,4.6,3841,89.1,5.9,90.4,7.9,9.1,5.2,90.8,88.3,5.9,37.33,Indore
Madhya Pradesh,5.1,99,6.0,33,87.5,6.4,66,81.1,81.4,5.6,17703,11.1,5.6,6046,70.5,6.2,74.0,63.3,4.8,77369,13.61,14.18,51451,21.4,86.1,14957.0,39.7,22.5,5137.0,4.3,9820,15.7,28.5,14245.0,95.5,4878.0,93.1,32.1,5.3,2180,83.8,5.3,80.0,6.7,6.2,5.7,73.2,79.7,6.3,47.8,Jabalpur
Madhya Pradesh,5.4,43,5.8,37,75.3,6.1,6,77.8,73.4,5.5,8535,3.4,4.7,7493,57.4,4.3,64.2,54.5,5.1,47714,26.03,27.53,5191,23.3,82.5,9076.0,72.5,24.7,8000.0,10.9,1076,17.6,25.4,8784.0,88.4,7765.0,87.4,84.5,5.1,1408,64.4,5.2,61.7,6.4,55.3,5.7,77.1,62.6,5.9,63.82,Jhabua
Madhya Pradesh,8.9,43,10.4,30,90.0,11.0,13,77.8,89.0,9.8,11016,15.4,7.5,7982,63.6,8.4,73.9,63.3,6.5,45637,17.77,18.71,12600,26.6,80.3,8996.0,49.3,28.2,6530.0,1.4,2466,17.0,30.6,8580.0,98.1,6271.0,97.8,44.9,8.7,1988,73.2,9.3,72.5,11.6,12.9,9.6,78.9,80.9,10.3,64.67,Katni
Madhya Pradesh,8.0,59,8.8,50,79.2,9.2,9,61.7,78.2,8.4,10498,15.5,5.2,8831,51.3,6.1,54.5,49.7,4.2,45198,21.74,22.88,7259,25.0,60.2,9418.0,23.6,26.2,7963.0,6.8,1455,16.6,27.3,8789.0,92.3,7444.0,91.9,40.5,7.7,2058,69.8,8.1,68.9,9.5,19.1,8.4,54.1,62.2,8.8,67.85,Mandla
Madhya Pradesh,5.9,65,6.9,48,83.3,7.6,17,89.1,80.7,6.1,14234,1.9,5.7,11066,67.5,6.3,84.7,65.9,5.1,67375,20.94,21.34,15667,18.6,88.2,14537.0,61.8,19.7,11239.0,3.9,3298,12.1,20.2,13806.0,95.8,10710.0,95.2,51.0,6.0,1990,80.2,6.2,77.1,7.5,29.2,6.6,81.8,74.5,7.3,60.29,Mandsaur
Madhya Pradesh,7.5,43,7.6,30,82.1,7.8,13,91.6,80.5,7.5,10107,2.8,7.6,7587,73.4,7.7,86.7,70.2,7.5,49936,24.26,20.2,13094,23.6,78.5,9662.0,48.8,25.3,7119.0,1.5,2543,16.0,27.6,9361.0,97.7,6901.0,97.8,58.4,7.0,1995,83.8,6.9,81.7,8.4,29.2,7.6,71.3,84.9,7.7,59.18,Morena
Madhya Pradesh,7.2,48,7.4,37,90.5,7.4,11,90.0,90.2,7.3,10241,26.6,6.2,8621,70.5,6.2,73.5,71.8,6.2,44098,20.51,22.15,7294,26.5,87.4,8866.0,43.3,27.9,7419.0,3.5,1447,19.3,28.7,8492.0,96.4,7121.0,96.2,26.6,6.7,1727,83.9,6.8,84.3,8.0,10.7,7.2,77.2,77.5,7.2,61.88,Narsimhapur
Madhya Pradesh,5.0,61,6.0,38,89.8,6.8,23,85.2,88.8,5.1,13151,1.2,5.5,8735,74.7,6.2,75.6,71.7,4.9,59774,18.24,20.25,21503,21.7,85.5,12826.0,49.8,22.6,8432.0,2.2,4394,15.9,22.6,12182.0,97.4,8004.0,97.6,51.0,5.3,2525,80.4,5.3,77.6,6.7,27.0,5.8,84.6,79.7,6.6,54.98,Neemuch
Madhya Pradesh,11.8,35,11.6,28,70.8,11.0,7,76.8,71.2,12.3,6539,11.9,9.4,5333,38.4,9.7,69.6,37.2,9.1,28645,23.81,24.83,5539,31.3,77.1,5264.0,39.5,33.4,4242.0,6.2,1022,20.0,35.3,5105.0,92.9,4125.0,92.8,47.3,10.4,1141,57.5,10.6,55.1,12.7,21.6,11.3,73.1,63.2,10.8,84.78,Panna
Madhya Pradesh,7.6,39,8.6,29,86.7,8.7,10,76.4,85.9,8.5,5765,11.0,5.7,4014,53.2,6.4,70.4,53.8,4.8,27882,20.87,21.94,8127,26.9,79.4,5071.0,57.5,28.9,3551.0,3.8,1520,19.0,31.6,4908.0,95.6,3451.0,95.0,41.5,7.1,1102,77.8,7.6,78.2,9.5,13.7,7.9,71.9,64.8,8.1,69.01,Raisen
Madhya Pradesh,7.4,47,7.8,35,87.0,7.8,12,88.0,86.0,7.9,8455,5.9,5.8,6918,75.9,6.3,82.7,74.5,5.2,37074,19.33,18.78,7258,25.4,79.3,7866.0,67.2,27.3,6363.0,2.7,1503,17.9,28.5,7564.0,96.7,6131.0,96.6,62.3,6.7,1684,84.5,6.9,83.7,8.7,39.8,7.5,81.1,81.4,7.6,60.15,Rajgarh
Madhya Pradesh,7.0,49,9.4,29,93.1,9.9,20,92.7,91.8,8.8,9741,1.5,5.5,5157,82.2,6.1,89.4,78.7,4.9,45513,26.57,31.85,22477,26.4,91.2,9620.44,64.9,28.3,5058.45,2.1,4562,18.9,33.9,9074.41,97.7,4798.43,97.3,61.7,6.8,2414,86.2,8.4,82.0,10.3,27.0,7.5,89.7,86.0,8.1,64.74,Ratlam
Madhya Pradesh,7.8,42,8.3,32,86.6,8.4,10,81.5,86.0,8.1,8438,26.8,6.5,6897,61.1,6.6,75.5,59.5,6.4,33914,23.06,23.52,6424,26.1,84.9,6336.0,55.0,27.8,5127.0,2.0,1209,18.1,29.2,6121.0,97.3,4968.0,97.0,39.3,7.2,1520,78.6,7.4,77.4,9.2,22.2,8.0,77.2,73.7,8.1,68.03,Rewa
Madhya Pradesh,8.3,47,9.8,29,77.1,10.1,18,65.2,74.0,9.4,9413,5.8,7.3,6091,55.0,8.2,54.9,49.8,6.3,41729,12.73,15.64,15154,27.7,67.0,8003.0,26.8,29.4,5122.0,5.2,2881,18.8,32.9,7608.0,93.5,4902.0,92.7,32.2,8.2,1859,72.4,8.9,70.1,10.6,14.1,8.9,63.4,73.2,9.4,69.37,Sagar
Madhya Pradesh,10.2,60,11.7,43,82.8,11.8,17,74.7,80.7,11.6,15377,11.2,6.3,11330,54.7,6.1,67.1,50.1,6.4,64536,26.59,31.11,17307,28.2,77.4,12397.0,34.5,29.6,9023.0,3.4,3374,18.0,31.8,12019.0,95.0,8762.0,94.2,41.4,9.4,2610,71.1,10.7,67.6,12.6,22.0,10.2,70.7,66.1,10.2,83.37,Satna
Madhya Pradesh,6.3,32,7.4,24,88.0,8.2,8,90.9,86.7,6.5,5273,5.2,6.0,4146,77.6,6.3,83.9,77.5,5.6,28299,22.48,24.26,5841,26.4,82.3,5389.0,48.6,28.0,4259.0,4.3,1130,19.2,27.8,5155.0,95.5,4086.0,94.9,49.4,6.1,1360,84.3,6.2,84.7,8.6,16.3,7.1,78.9,84.7,7.9,66.73,Sehore
Madhya Pradesh,8.4,43,9.2,36,91.0,9.9,7,85.2,90.7,8.5,8142,8.0,7.0,7162,65.1,6.5,74.2,63.5,7.4,35588,21.13,22.29,4476,25.8,82.2,7085.0,26.0,27.6,6209.0,2.6,876,16.8,28.2,6714.0,96.9,5886.0,96.7,31.8,8.1,1444,74.9,8.3,73.2,10.1,9.6,9.0,74.8,75.9,9.6,66.91,Seoni
Madhya Pradesh,9.2,43,10.8,28,83.0,11.3,15,58.2,83.2,10.3,7779,29.7,6.7,5688,48.3,7.1,56.1,50.9,6.3,31323,26.63,30.63,9078,23.8,75.0,6367.0,51.8,25.2,4605.0,8.1,1762,14.2,27.6,6141.0,91.9,4446.0,91.7,46.4,8.8,1111,63.7,9.8,65.4,11.8,24.3,9.6,54.8,58.9,10.0,70.83,Shahdol
Madhya Pradesh,7.6,58,8.1,43,91.0,8.4,15,94.0,91.3,7.8,11788,0.5,7.9,9328,77.4,8.8,87.9,75.0,6.9,54970,17.46,19.0,12443,24.6,82.9,11151.0,64.6,25.5,8687.0,1.9,2464,16.5,25.4,10728.0,97.8,8392.0,98.2,52.0,7.5,2177,84.3,7.4,82.4,8.9,37.3,8.1,83.7,82.7,8.5,56.27,Shajapur
Madhya Pradesh,7.0,42,7.6,32,75.2,7.7,10,69.2,73.1,7.6,10921,4.4,4.7,8996,64.9,5.0,67.0,62.5,4.4,47462,29.11,29.91,9110,22.2,67.0,9249.0,42.8,23.9,7562.0,4.7,1687,15.1,25.2,8985.0,93.6,7364.0,92.7,79.8,6.3,1844,76.8,6.6,75.0,8.6,39.4,7.1,64.8,73.9,7.2,71.67,Sheopur
Madhya Pradesh,9.4,41,9.4,31,82.6,9.6,10,88.1,81.9,9.1,8780,2.1,9.8,7310,64.3,8.7,85.1,61.8,11.0,42071,25.4,25.91,7353,30.7,70.5,7946.0,59.6,32.5,6569.0,2.8,1377,21.2,33.2,7710.0,96.7,6389.0,96.7,60.2,8.7,2125,72.9,8.5,70.2,10.3,33.5,9.5,81.1,79.2,9.5,68.89,Shivpuri
Madhya Pradesh,7.2,35,8.0,28,78.6,8.3,7,56.8,77.5,7.7,8022,27.0,4.1,6820,60.1,3.9,53.3,59.1,4.3,36351,16.43,16.15,5398,25.8,69.8,6748.0,55.8,27.5,5720.0,9.1,1028,18.4,28.6,6615.0,90.1,5598.0,89.0,54.3,6.9,1410,71.7,7.4,71.0,8.7,34.4,7.5,54.0,68.4,7.7,67.21,Sidhi
Madhya Pradesh,7.1,48,7.5,36,59.0,7.4,12,79.8,54.9,7.5,11647,41.5,6.0,9588,31.5,6.3,70.1,27.9,5.7,51857,18.24,19.69,9475,25.9,75.1,10029.0,83.9,27.5,8178.0,5.7,1851,18.8,29.0,9843.0,93.3,8048.0,92.9,52.7,6.7,2111,51.2,7.0,48.5,8.0,42.7,7.1,76.7,53.7,7.2,61.3,Tikamgarh
Madhya Pradesh,5.6,45,7.0,23,92.6,7.5,22,82.4,93.6,6.6,7688,1.1,5.0,4431,81.1,5.6,73.8,82.5,4.2,37391,23.49,24.07,15597,23.6,80.7,7788.0,58.5,25.4,4688.0,2.5,3100,17.5,29.2,7413.0,97.2,4473.0,97.8,57.8,5.7,1670,85.7,6.3,86.0,7.8,27.8,6.2,80.7,82.5,6.7,54.1,Ujjain
Madhya Pradesh,9.2,59,10.3,45,79.0,10.8,14,82.7,77.3,9.7,14813,3.5,9.3,11663,40.8,11.3,77.0,41.1,7.1,60120,16.37,17.43,13139,29.3,79.7,11992.0,57.3,30.8,9408.0,10.9,2584,19.2,32.7,11462.0,87.3,9019.0,86.3,47.8,9.3,2548,61.9,9.5,62.4,11.0,20.4,10.1,80.7,47.6,10.9,59.78,Umaria
Madhya Pradesh,8.8,43,9.8,30,87.6,10.0,13,84.9,86.1,9.5,7945,18.9,7.6,4972,48.9,7.9,79.3,48.7,7.1,37436,16.97,17.86,13204,29.5,86.3,6785.0,45.0,32.0,4295.0,3.2,2490,20.4,35.6,6537.0,96.3,4161.0,95.9,37.1,8.3,1850,64.9,8.6,63.4,10.9,13.8,9.1,80.1,68.4,9.4,65.02,Vidisha
Madhya Pradesh,9.6,100,11.7,78,86.7,13.4,22,81.4,86.7,10.0,22342,4.5,9.1,18756,68.1,10.8,76.5,67.2,7.4,104827,21.94,21.9,16817,25.6,79.2,21419.0,57.6,26.9,18008.0,0.8,3411,14.3,27.8,20461.0,98.6,17271.0,98.5,54.0,10.5,4040,78.8,10.9,78.2,12.6,18.5,11.3,75.4,83.2,12.9,56.45,West Nimar
Odisha,6.6,83,7.5,66,89.83,7.9,17,85.11,90.23,7.0,17406,2.66,5.3,14572,80.85,5.9,74.4,80.57,4.6,74172,12.0,13.0,12375,17.5,86.82,15845.0,57.67,18.3,13143.0,0.92,2702,10.3,18.5,14942.0,98.53,12404.0,98.53,23.67,6.6,2448,92.87,6.9,93.01,8.1,5.95,7.1,87.45,88.7,7.6,48.0,Anugul
Odisha,9.2,60,10.2,50,91.7,10.9,10,79.4,91.56,9.4,11768,4.63,7.3,10710,79.46,8.2,76.36,79.86,6.4,47955,25.0,26.0,4710,20.7,86.54,9490.0,72.51,21.9,8543.0,0.83,947,10.7,22.3,8939.0,98.89,8043.0,98.8,34.9,9.0,1844,88.99,9.1,88.57,11.3,5.58,9.9,86.39,87.38,10.7,97.0,Balangir
Odisha,6.0,79,6.6,66,92.75,7.3,13,85.51,92.62,5.9,15412,2.32,7.2,13725,85.43,8.0,80.23,85.61,6.4,65223,12.0,13.0,7299,18.6,89.82,13856.0,62.84,19.6,12307.0,0.3,1549,12.0,20.1,13162.0,98.42,11684.0,98.34,13.76,6.2,2386,94.86,6.1,94.72,7.1,2.8,6.7,88.56,91.61,7.4,45.0,Baleshwar
Odisha,9.4,84,10.1,74,90.33,10.4,10,85.76,90.12,9.8,20176,6.04,5.8,18658,82.9,6.5,78.38,82.47,5.1,83506,14.0,14.0,6840,17.4,94.01,16848.0,64.77,18.2,15447.0,0.43,1401,7.6,18.2,15762.0,98.94,14467.0,98.86,22.69,9.2,2675,95.82,9.6,95.61,10.6,3.86,9.8,93.0,91.71,10.1,60.0,Bargarh
Odisha,9.9,46,10.6,42,89.77,11.0,4,67.06,89.7,10.1,5802,2.715,5.6,5282,54.33,5.7,64.31,54.29,5.5,24171,12.0,13.0,2257,29.1,73.7,4590.0,80.94,32.0,4191.0,1.47,399,18.8,32.9,4337.0,98.07,3957.0,98.06,32.36,9.2,739,85.28,9.4,85.32,11.7,8.56,10.3,69.52,64.3,10.7,57.0,Baudh
Odisha,7.3,94,8.1,79,90.13,8.8,15,82.48,90.34,7.4,19043,3.04,6.6,17374,83.46,6.6,71.83,83.35,6.7,90758,17.0,18.0,8827,20.2,84.19,18062.0,53.66,21.0,16404.0,0.61,1658,12.3,20.9,17247.0,99.07,15704.0,99.23,18.37,7.5,3345,93.41,7.7,93.61,8.4,1.95,7.9,84.0,90.27,8.5,48.0,Bhadrak
Odisha,6.4,114,7.3,72,89.19,7.5,42,92.0,90.15,7.1,22317,4.84,5.2,17364,60.04,5.8,78.47,63.82,4.6,95013,21.0,24.0,21926,19.4,87.26,18720.0,64.16,20.3,14407.0,0.9,4313,12.6,20.5,17826.0,98.57,13713.0,98.7,13.87,6.3,2322,69.2,6.7,71.3,7.9,1.95,6.8,87.82,85.37,7.1,56.0,Cuttack
Odisha,8.7,52,8.8,46,89.86,8.6,6,77.7,90.74,9.0,7942,2.31,8.8,6855,81.39,11.0,74.88,82.32,6.6,30681,13.0,14.0,4404,18.4,80.29,6397.0,87.04,19.7,5505.0,1.56,892,9.6,20.0,5983.0,97.48,5176.0,97.6,24.4,7.9,1095,90.95,7.8,91.4,9.8,4.7,8.8,78.8,89.32,8.9,60.0,Debagarh
Odisha,10.4,57,10.8,49,88.17,10.7,8,83.86,88.12,10.8,14092,3.94,7.8,13049,74.54,8.9,76.6,73.86,6.7,59809,20.0,20.0,4698,20.6,87.1,12340.0,78.79,21.4,11406.0,0.69,934,10.1,21.9,11682.0,98.78,10791.0,98.73,20.08,9.7,2475,90.67,9.9,90.38,11.6,4.69,10.5,86.34,83.62,10.5,67.0,Dhenkanal
Odisha,7.5,65,7.6,55,87.54,7.7,10,64.07,87.91,7.5,10553,2.82,7.1,9095,48.62,7.6,54.18,47.5,6.7,39319,28.0,28.0,5304,19.9,68.03,7750.0,55.51,21.7,6643.0,2.89,1107,12.4,22.5,7029.0,95.59,6046.0,95.35,57.03,6.8,821,60.13,6.7,59.06,8.6,6.72,7.6,59.26,68.21,7.7,56.0,Gajapati
Odisha,7.6,67,8.5,50,85.6,9.3,17,86.44,84.68,7.7,14175,4.18,7.4,12234,43.06,7.8,75.08,42.41,7.0,61213,21.0,23.0,8557,18.9,86.76,12646.0,61.56,19.9,10913.0,1.17,1733,10.6,20.2,11737.0,97.72,10113.0,97.43,38.52,7.7,1396,64.5,7.8,64.22,9.1,2.44,8.3,85.1,69.79,9.1,56.0,Ganjam
Odisha,6.3,78,7.4,66,92.41,8.2,12,96.57,93.03,6.7,16026,7.3,3.4,14198,58.15,3.3,80.76,57.0,3.6,62868,21.0,22.0,6570,17.6,89.2,11953.0,70.37,18.7,10607.0,0.19,1346,10.7,19.0,11514.0,99.63,10202.0,99.59,9.88,6.4,1352,68.63,6.8,67.63,8.0,1.72,7.0,91.68,82.79,7.6,48.0,Jagatsinghapur
Odisha,7.1,74,7.7,69,89.93,8.2,5,88.52,89.94,7.2,17509,2.715,6.6,16757,82.94,8.2,78.84,82.75,5.0,78688,11.0,11.0,3385,17.8,89.38,15698.0,64.23,18.7,15032.0,0.6,666,10.2,18.9,14890.0,98.79,14267.0,98.88,21.99,7.2,2688,94.0,7.2,94.02,8.2,3.12,7.6,89.34,91.0,8.2,48.0,Jajapur
Odisha,7.3,213,9.0,113,92.78,9.9,100,86.88,93.83,8.1,41734,2.97,6.3,27681,84.27,6.7,75.36,85.17,5.9,175022,8.0,6.0,61477,16.9,91.79,34890.0,58.42,17.4,22402.0,0.4,12488,8.9,17.1,32360.0,99.19,20752.0,99.07,22.37,7.7,5732,94.26,8.6,94.67,9.4,3.3,8.0,91.67,89.26,8.6,42.0,Jharsuguda
Odisha,6.0,45,7.0,40,87.45,7.8,5,65.28,86.69,6.1,12307,2.715,4.4,11161,42.11,3.9,58.1,41.05,4.9,45083,23.0,24.0,4505,19.9,65.74,9261.0,79.77,21.6,8296.0,1.07,965,13.2,21.7,8852.0,97.49,7931.0,97.35,49.98,6.0,1155,59.41,6.3,58.94,7.7,9.07,6.7,63.4,71.93,7.4,54.0,Kalahandi
Odisha,8.6,61,9.3,54,92.72,9.6,7,79.3,92.87,8.9,9708,0.88,6.1,8607,40.85,6.3,77.61,40.83,5.8,37118,43.0,45.0,4692,21.1,83.85,7112.0,79.49,23.2,6186.0,0.38,926,12.1,23.9,6518.0,99.25,5665.0,99.28,41.7,8.0,827,50.43,8.2,49.9,10.3,9.1,9.0,80.76,73.62,9.3,82.0,Kandhamal
Odisha,8.3,74,8.9,67,92.77,9.5,7,81.26,92.42,8.4,15506,4.82,7.0,14513,87.45,7.3,70.56,86.93,6.7,67621,15.0,16.0,4483,18.3,87.15,13295.0,69.49,19.3,12424.0,0.16,871,9.5,19.6,12710.0,99.13,11870.0,99.08,18.39,8.3,1980,94.94,8.4,94.78,9.5,1.66,8.8,88.19,94.16,9.4,58.0,Kendrapara
Odisha,8.7,97,9.6,78,88.41,10.0,19,72.58,88.56,9.2,15687,2.8,7.5,12590,78.54,8.6,68.46,78.38,6.4,69999,11.0,12.0,14010,20.4,73.87,14473.0,85.93,21.6,11523.0,1.08,2950,11.1,22.2,13497.0,97.33,10777.0,97.31,28.94,8.6,2797,92.13,9.0,91.99,10.2,7.87,9.2,72.97,86.8,9.7,53.0,Kendujhar
Odisha,8.0,226,9.3,105,86.69,9.6,121,93.95,88.31,8.9,44963,2.77,6.9,24084,60.09,6.9,79.38,62.79,6.9,192676,25.0,24.0,83622,18.7,88.61,39236.0,57.22,19.5,21350.0,0.81,17886,10.5,20.8,37453.0,98.33,20387.0,98.9,11.51,7.9,4008,72.94,8.7,75.78,9.8,2.55,8.2,88.14,80.08,8.4,67.0,Khordha
Odisha,7.0,45,8.2,34,81.76,9.2,11,49.7,80.25,7.3,8975,7.22,5.6,7420,51.65,5.8,47.89,55.61,5.4,35559,17.0,17.0,6197,24.8,62.07,7326.0,43.97,26.9,6011.0,1.24,1315,17.1,27.8,6735.0,96.73,5542.0,96.9,76.24,6.8,1352,76.89,7.0,78.33,9.4,25.65,7.8,49.26,71.35,8.6,48.0,Koraput
Odisha,6.4,61,7.4,54,81.39,8.2,7,51.64,80.87,6.6,14183,7.89,3.9,12832,29.64,4.2,49.85,29.01,3.6,59733,16.0,17.0,5418,24.3,50.32,12637.0,31.07,26.0,11473.0,1.96,1164,17.2,26.6,11785.0,96.1,10720.0,95.96,71.96,6.4,1731,45.95,6.7,45.96,8.2,23.7,7.1,50.02,50.7,7.9,48.0,Malkangiri
Odisha,7.5,69,8.5,61,90.29,9.5,8,78.93,90.3,7.6,11756,0.6,8.3,10732,79.67,10.6,77.73,79.27,6.0,49325,12.0,12.0,4370,19.7,84.37,10111.0,91.48,20.7,9186.0,0.32,925,11.2,21.2,9294.0,97.83,8450.0,97.76,46.1,7.9,1793,90.14,7.9,89.86,9.2,7.55,8.5,83.58,87.33,9.6,47.0,Mayurbhanj
Odisha,6.4,39,7.8,35,86.57,9.0,4,52.38,86.26,6.5,12309,2.715,5.0,11668,50.43,5.8,49.83,49.33,4.1,50005,21.0,21.0,2472,24.3,60.55,10345.0,30.68,25.5,9813.0,2.65,532,16.6,26.0,9714.0,95.75,9228.0,95.62,73.34,7.2,1235,77.27,7.3,76.86,8.3,25.78,7.7,55.77,64.98,8.9,50.0,Nabarangapur
