State_Name,YY_Crude_Death_Rate_Cdr_Total_Female,AA_Sample_Units_Total,YY_Crude_Death_Rate_Cdr_Rural_Person,AA_Sample_Units_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Total,YY_Crude_Death_Rate_Cdr_Rural_Male,AA_Sample_Units_Urban,QQ_Institutional_Delivery_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Rural,YY_Crude_Death_Rate_Cdr_Rural_Female,AA_Households_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Vegetables_Fruits_Urban,YY_Crude_Death_Rate_Cdr_Urban_Person,AA_Households_Rural,TT_Children_Aged_12_23_Months_Fully_Immunized_Total,YY_Crude_Death_Rate_Cdr_Urban_Male,QQ_Delivery_At_Government_Institution_Rural,TT_Children_Aged_12_23_Months_Fully_Immunized_Rural,YY_Crude_Death_Rate_Cdr_Urban_Female,AA_Population_Total,YY_Post_Neo_Natal_Mortality_Rate_Total,YY_Post_Neo_Natal_Mortality_Rate_Rural,AA_Population_Urban,LL_Crude_Birth_Rate_Cbr_Total,RR_Mothers_Who_Received_Post_Natal_Check_Up_Within_48_Hrs_Of_Delivery_Total,AA_Ever_Married_Women_Aged_15_49_Years_Total,PP_Mothers_Who_Received_Anc_From_Govt_Source_Total,ZZ_Crude_Birth_Rate_Total_Upper_Limit,AA_Ever_Married_Women_Aged_15_49_Years_Rural,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Total,AA_Ever_Married_Women_Aged_15_49_Years_Urban,LL_Natural_Growth_Rate_Total,ZZ_Crude_Birth_Rate_Rural_Upper_Limit,AA_Currently_Married_Women_Aged_15_49_Years_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Total,AA_Currently_Married_Women_Aged_15_49_Years_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Rural,BB_Currently_Married_Illiterate_Women_Aged_15_49_Years_Rural,ZZ_Crude_Death_Rate_Total_Lower_Limit,AA_Children_12_23_Months_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Total,ZZ_Crude_Death_Rate_Rural_Lower_Limit,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Rural,ZZ_Crude_Death_Rate_Rural_Upper_Limit,EE_Marriages_Among_Males_Below_Legal_Age_21_Years_Total,YY_Crude_Death_Rate_Cdr_Total_Person,RR_New_Borns_Who_Were_Checked_Up_Within_24_Hrs_Of_Birth_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Total,YY_Crude_Death_Rate_Cdr_Total_Male,YY_Infant_Mortality_Rate_Imr_Total_Person,State_District_Name
Bihar,7.3,50,7.0,46,86.0,6.8,4,45.7,85.9,7.2,20109,0.5,8.2,19539,80.2,6.7,39.1,80.1,10.0,103525,19.0,19.0,2626,29.4,78.4,19056.0,29.4,30.9,18532.0,1.2,524,22.4,31.3,18594.0,97.3,18086.0,97.3,57.9,6.5,4547,91.3,6.4,91.3,7.5,20.9,7.0,73.1,91.0,6.8,64.0,Madhepura
Bihar,7.2,82,7.0,77,90.4,6.9,5,40.6,90.5,7.2,25902,0.5,8.4,25639,87.8,9.3,28.1,87.9,7.3,129408,19.0,18.0,1316,24.2,51.5,23393.0,33.5,25.3,23150.0,4.4,243,17.1,25.4,22939.0,95.3,22700.0,95.3,68.4,6.7,5630,92.9,6.7,93.1,7.4,18.9,7.1,50.6,92.0,7.0,48.0,Madhubani
Bihar,5.8,86,6.3,54,86.1,6.7,32,76.4,86.1,5.8,18539,4.3,6.2,15325,74.4,6.6,59.7,74.3,5.7,94844,17.0,17.0,17036,24.3,77.8,17250.0,15.9,25.3,14183.0,1.0,3067,18.0,26.3,16572.0,98.0,13661.0,98.2,51.3,5.9,3775,83.4,5.9,83.3,6.7,10.4,6.2,71.7,86.5,6.7,43.0,Munger
Bihar,8.9,72,8.8,62,86.1,8.2,10,51.9,86.1,9.3,21181,0.0,5.0,20284,64.2,5.7,36.1,65.0,4.3,107391,19.0,20.0,4252,24.9,44.5,19254.0,28.4,26.0,18445.0,2.3,809,16.5,26.8,18748.0,96.6,17967.0,96.5,49.2,8.0,3555,82.3,8.3,82.8,9.2,13.7,8.5,52.3,75.4,8.0,55.0,Muzaffarpur
Bihar,6.8,74,7.6,58,82.5,8.2,16,67.9,82.6,7.0,15101,3.0,6.9,13648,74.8,7.9,50.1,75.8,5.9,80637,23.0,24.0,7910,25.5,75.0,16120.0,15.3,26.3,14706.0,2.0,1414,18.0,27.0,15523.0,96.6,14174.0,97.4,60.3,6.9,2969,84.0,7.0,85.3,8.2,29.7,7.5,54.6,88.7,8.2,47.0,Nalanda
Bihar,5.3,60,5.8,53,79.6,6.2,7,59.6,79.7,5.4,12068,6.5,4.8,11363,73.1,5.0,44.3,72.6,4.5,71744,18.0,18.0,4176,24.1,74.0,14427.0,21.5,24.9,13637.0,1.9,790,18.4,25.2,13948.0,95.9,13188.0,96.1,63.5,5.3,2691,82.3,5.4,82.1,6.2,48.3,5.7,54.5,84.2,6.1,46.0,Nawada
Bihar,8.9,35,8.4,29,75.0,8.1,6,60.7,74.5,8.7,9613,0.0,10.9,9106,53.9,10.6,43.4,52.9,11.3,49614,16.0,15.0,2501,28.0,57.6,8949.0,38.2,30.4,8498.0,5.5,451,19.4,31.2,8776.0,94.1,8337.0,93.9,77.9,8.0,2037,72.7,7.8,72.1,9.0,30.9,8.6,60.3,66.8,8.3,48.0,Pashchim Champaran
Bihar,4.9,128,4.9,61,82.4,4.8,67,73.3,79.3,5.0,26624,4.7,4.6,17158,76.0,4.3,49.7,74.1,4.9,141204,14.0,16.0,47517,21.1,79.8,26935.0,18.7,22.2,17868.0,1.6,9067,16.4,25.9,25872.0,97.4,17230.0,97.3,57.1,4.3,5352,87.8,4.5,87.7,5.2,20.5,4.7,57.7,86.6,4.5,31.0,Patna
Bihar,7.8,47,7.6,42,66.7,7.6,5,33.4,65.3,7.6,16381,0.5,7.5,15515,44.0,6.2,23.6,42.4,9.1,90990,16.0,16.0,4863,29.2,36.2,16330.0,26.2,30.9,15428.0,9.9,902,21.6,31.7,16108.0,85.9,15220.0,85.5,75.8,7.1,3802,68.2,7.1,68.5,8.1,22.2,7.6,40.1,57.1,7.4,48.0,Purba Champaran
Bihar,6.8,36,7.2,31,84.1,7.1,5,60.6,85.3,7.2,10344,0.5,6.0,9421,80.9,7.2,50.2,81.9,4.7,48915,13.0,11.0,4589,27.3,55.6,8697.0,28.0,29.1,7861.0,3.5,836,20.3,30.6,8458.0,94.9,7659.0,96.2,78.7,6.3,2093,91.4,6.5,92.2,7.8,13.2,7.0,72.5,92.7,7.1,53.0,Purnia
Bihar,6.0,59,6.5,47,77.4,6.9,12,72.1,77.3,6.0,12288,4.7,6.1,11044,70.4,6.2,41.5,70.4,6.0,72643,19.0,19.0,7242,25.3,78.3,13549.0,16.8,26.4,12291.0,2.8,1258,18.9,26.8,13130.0,95.8,11931.0,95.8,45.5,6.0,3373,84.3,6.0,84.6,6.9,23.5,6.4,71.1,84.2,6.9,44.0,Rohtas
Bihar,7.9,43,7.9,37,83.2,7.4,6,40.4,84.5,8.4,14545,0.3,4.7,13201,74.8,4.8,36.0,77.4,4.6,72565,18.0,17.0,6620,31.2,73.7,13043.0,25.4,34.4,11807.0,3.4,1236,23.7,35.3,12712.0,95.5,11500.0,95.4,56.6,6.7,3140,83.6,7.3,85.9,8.5,23.8,7.4,65.0,83.3,7.0,55.0,Saharsa
Bihar,6.6,65,6.7,61,91.2,6.7,4,60.9,91.7,6.8,17185,0.5,4.2,16734,84.3,4.1,54.4,84.6,4.3,86613,15.0,15.0,2203,28.3,69.7,16003.0,23.5,29.5,15579.0,3.3,424,21.7,30.1,15694.0,96.4,15282.0,96.5,64.3,6.2,3037,92.4,6.3,92.6,7.1,16.2,6.6,71.9,88.2,6.6,49.0,Samastipur
Bihar,7.0,65,7.4,56,85.4,7.8,9,52.7,86.2,7.1,14459,0.7,6.5,13370,79.7,6.7,40.9,80.6,6.3,79081,13.0,13.0,6007,23.9,55.1,13847.0,22.5,25.3,12821.0,5.2,1026,16.6,25.6,13498.0,94.0,12505.0,93.4,44.7,6.8,3172,88.4,6.9,88.2,7.9,14.6,7.3,67.3,88.5,7.6,49.0,Saran
Bihar,7.3,63,7.7,49,82.8,8.0,14,72.1,83.1,7.4,12180,2.7,7.3,11109,78.2,7.8,56.5,78.7,6.6,67490,28.0,29.0,6092,28.0,78.7,13112.0,17.8,29.1,11971.0,1.8,1141,20.4,30.1,12683.0,96.3,11586.0,96.5,61.1,7.2,3359,88.6,7.2,89.2,8.2,31.7,7.6,72.2,88.7,8.0,51.0,Sheikhpura
Bihar,7.9,41,7.5,38,80.1,7.0,3,32.2,81.2,8.0,14986,0.5,6.5,14537,69.1,5.7,23.8,69.7,7.3,71690,16.0,16.0,2289,30.7,30.7,12576.0,28.5,32.1,12153.0,4.6,423,23.3,32.1,12323.0,93.2,11916.0,93.6,71.5,7.0,3709,81.0,7.0,81.9,8.0,20.8,7.4,45.3,87.1,7.0,43.0,Sheohar
Bihar,9.1,49,9.5,44,78.5,9.5,5,28.0,77.6,9.4,15302,0.5,6.2,14372,69.6,6.9,20.6,68.2,5.5,71440,21.0,21.0,4166,27.6,33.3,12834.0,27.6,29.1,12074.0,6.2,760,18.4,29.6,12505.0,92.2,11773.0,92.5,72.0,8.5,3002,85.4,8.8,85.1,10.1,19.7,9.2,36.6,84.2,9.3,60.0,Sitamarhi
Bihar,6.8,101,7.4,92,91.0,7.9,9,57.8,91.3,7.0,25888,0.6,6.3,23838,76.6,6.7,39.7,75.9,5.9,148425,11.0,11.0,11261,25.5,46.2,24853.0,45.6,26.4,22856.0,4.4,1997,18.2,27.1,24313.0,95.0,22391.0,95.3,54.6,6.9,4584,86.1,7.0,85.7,7.9,13.7,7.3,66.3,82.9,7.8,43.0,Siwan
Bihar,5.9,64,6.4,59,82.6,6.6,5,56.4,82.1,6.1,19597,0.5,4.6,18936,72.6,5.8,46.4,72.6,3.1,95947,17.0,16.0,3233,27.7,58.5,17982.0,34.7,28.9,17399.0,2.9,583,21.4,29.2,17668.0,94.3,17098.0,94.0,68.7,5.9,4229,86.3,6.1,86.7,6.7,27.1,6.3,66.2,84.7,6.6,58.0,Supaul
Bihar,7.3,68,7.5,61,87.3,7.6,7,64.6,87.2,7.4,18948,0.7,6.3,18353,76.5,7.5,45.8,76.2,5.0,94831,12.0,11.0,3072,26.5,52.5,17818.0,19.4,27.7,17235.0,3.6,583,19.0,28.3,17379.0,96.0,16831.0,95.9,50.8,7.0,3126,84.3,7.0,83.9,8.0,13.8,7.4,66.4,85.9,7.6,40.0,Vaishali
Chhattisgarh,5.88,70,7.37,59,87.68,8.86,11,66.38,87.3,5.86,15806,1.67,7.46,14306,82.52,8.78,61.04,82.08,6.08,71531,14.03,13.97,7010,20.96,77.23,13396.0,49.72,22.48,12049.0,3.28,1347,13.58,22.72,12331.0,95.98,11088.0,95.84,59.09,6.52,2255,90.76,6.44,90.72,8.31,11.66,7.38,76.43,89.69,8.86,39.56,Bastar
Chhattisgarh,6.4,90,7.29,60,85.75,7.51,30,24.08,86.32,7.06,25088,1.7,6.29,16995,68.89,7.44,18.49,70.49,5.07,106626,11.66,11.47,37024,25.58,62.76,21042.0,38.69,26.61,13790.0,2.87,7252,18.63,28.35,19553.0,96.39,12853.0,97.03,44.1,6.46,3430,87.86,6.63,89.99,7.95,11.79,6.96,52.83,77.35,7.49,38.39,Bilaspur
Chhattisgarh,6.95,81,8.42,72,83.43,9.81,9,46.17,81.76,7.05,15125,2.37,9.19,12951,66.05,12.06,39.64,63.8,6.25,68561,14.89,16.41,8978,23.92,66.59,13204.0,49.38,26.46,11258.0,6.51,1946,15.41,26.83,12027.0,92.39,10277.0,91.86,79.04,7.61,2266,78.73,7.46,77.9,9.39,15.32,8.51,58.0,76.59,10.08,43.99,Dantewada
Chhattisgarh,6.89,97,7.45,78,93.09,7.98,19,50.4,92.93,6.92,23223,6.37,7.62,20373,88.92,8.56,39.17,88.63,6.7,106459,11.58,12.19,12436,21.29,86.3,21814.0,52.07,22.03,19315.0,2.17,2499,13.82,22.48,20156.0,97.76,17922.0,97.77,22.57,7.03,3884,93.53,6.98,93.36,7.92,6.96,7.47,86.37,95.82,8.05,47.2,Dhamtari
Chhattisgarh,5.78,119,6.82,61,92.96,6.93,58,31.1,93.15,6.72,25646,10.49,4.99,15496,86.79,5.9,25.06,85.01,4.05,120957,10.58,13.35,46270,20.33,85.18,24660.0,41.82,21.14,15106.0,2.54,9554,14.16,22.5,23077.0,97.25,14157.0,96.8,25.46,5.8,4328,90.54,6.3,88.35,7.34,7.51,6.17,82.8,91.21,6.56,34.93,Durg
Chhattisgarh,6.98,77,7.51,64,91.94,7.82,13,25.71,91.73,7.2,22495,20.38,5.58,20254,75.7,6.03,19.92,77.13,5.12,96586,14.12,14.02,8750,20.74,67.92,18061.0,47.64,21.7,16406.0,2.09,1655,13.43,22.02,16952.0,97.12,15426.0,97.09,40.42,6.91,3059,82.13,7.12,83.63,7.9,10.08,7.31,49.7,89.67,7.63,46.14,Janjgir-Champa
Chhattisgarh,8.94,54,9.28,50,88.43,9.44,4,36.98,88.6,9.11,12120,6.78,4.57,11508,61.37,4.77,30.31,61.71,4.34,56239,20.57,20.94,2683,22.6,48.88,10863.0,43.97,24.02,10312.0,2.13,551,13.5,24.32,10082.0,97.34,9575.0,97.27,46.3,8.34,1896,68.22,8.49,68.42,10.08,15.99,9.1,44.8,80.19,9.26,56.17,Jashpur
Chhattisgarh,5.31,61,5.74,56,95.12,6.1,5,67.46,94.92,5.39,11799,6.78,4.09,11049,90.04,4.72,60.42,90.01,3.43,51645,18.76,19.02,3248,20.77,85.86,10568.0,43.63,21.98,9910.0,2.08,658,15.09,22.15,9511.0,97.64,8934.0,97.65,25.93,5.1,1478,93.02,5.14,93.01,6.35,4.59,5.68,83.41,92.64,6.04,45.72,Kanker
Chhattisgarh,7.9,31,8.73,27,88.45,9.33,4,22.64,88.04,8.13,6639,6.78,6.88,5359,71.8,7.31,19.31,69.82,6.44,28592,14.85,16.12,5250,29.43,78.43,5780.0,43.06,31.44,4724.0,3.21,1056,20.95,32.94,5416.0,96.35,4432.0,96.34,51.64,7.62,1063,79.71,7.79,78.89,9.67,27.28,8.48,73.86,81.59,9.05,57.25,Kawardha
Chhattisgarh,5.74,117,7.47,62,90.59,8.14,55,33.86,87.96,6.79,28153,7.85,4.56,16965,63.13,4.96,28.48,60.0,4.13,117747,9.95,11.5,48812,22.54,61.24,24064.0,42.96,23.31,13887.0,2.49,10177,16.23,26.21,22278.0,97.03,12790.0,96.05,46.95,5.96,4277,70.74,6.96,68.49,7.99,9.58,6.31,41.33,68.96,6.86,48.14,Korba
Chhattisgarh,6.08,61,6.63,37,90.93,6.74,24,34.12,91.31,6.52,11402,8.7,5.89,8093,76.02,6.72,29.45,76.77,4.97,48871,15.64,16.69,15207,20.6,60.2,10148.0,55.38,21.7,7167.0,2.55,2981,14.19,24.17,9432.0,96.95,6697.0,97.02,43.66,5.85,2153,96.55,5.89,96.91,7.37,16.16,6.42,52.84,79.35,6.73,51.82,Koriya
Chhattisgarh,7.93,62,8.54,52,90.79,8.94,10,47.64,90.2,8.15,13895,10.7,7.65,12304,81.77,9.24,38.3,81.17,6.05,56921,18.94,19.56,6494,22.91,84.77,11557.0,52.34,24.04,10248.0,2.74,1309,14.46,24.37,10701.0,97.26,9533.0,97.19,37.88,7.89,1680,92.29,7.93,91.85,9.15,9.82,8.45,81.49,86.35,8.97,57.25,Mahasamund
Chhattisgarh,7.27,91,8.05,73,91.99,8.49,18,37.32,92.45,7.6,19317,9.02,5.9,16505,72.94,6.56,30.84,72.44,5.24,77735,15.62,16.17,12797,21.48,64.24,15535.0,44.42,22.5,13005.0,2.98,2530,13.73,22.88,14406.0,96.63,12093.0,96.45,38.72,7.27,2881,78.53,7.56,77.51,8.53,10.67,7.75,56.27,80.25,8.22,55.0,Raigarh
Chhattisgarh,6.39,115,7.14,69,92.89,7.35,46,25.98,93.07,6.92,27085,8.6,6.03,19007,80.26,6.9,19.54,79.38,5.11,124335,8.95,8.69,37699,25.16,72.43,24665.0,41.73,26.15,17053.0,3.03,7612,18.35,27.79,22933.0,96.56,15916.0,96.37,42.45,6.42,3421,86.27,6.63,85.4,7.64,10.83,6.81,60.25,85.41,7.22,44.98,Raipur
Chhattisgarh,6.98,63,7.75,47,92.36,8.29,16,38.87,92.37,7.2,12470,7.19,6.67,9853,83.0,7.41,31.04,83.59,5.92,58000,10.73,11.52,11405,24.0,85.08,11824.0,41.26,25.03,9550.0,2.77,2274,16.43,26.37,10902.0,95.96,8831.0,95.82,28.08,6.96,1900,88.54,7.11,88.85,8.39,6.3,7.57,82.25,87.33,8.14,48.78,Rajnandgaon
Chhattisgarh,8.25,66,8.94,59,86.52,9.31,7,29.21,86.37,8.55,16822,2.97,4.64,15536,59.09,4.73,24.09,57.79,4.54,73504,21.77,22.63,5830,26.18,45.65,14762.0,29.78,27.53,13555.0,3.56,1207,17.57,28.52,13806.0,96.23,12691.0,96.01,54.04,8.04,3451,68.77,8.34,67.4,9.55,21.85,8.61,38.92,65.26,8.95,50.46,Surguja
Jharkhand,5.1,106,6.4,47,86.8,6.6,59,40.0,85.3,6.1,21645,1.4,4.6,13042,82.5,5.0,11.9,81.0,4.2,109548,8.0,8.0,43769,22.9,80.0,21646.0,14.9,23.7,13218.0,1.6,8428,17.5,27.6,20497.0,96.9,12471.0,96.5,53.8,5.1,4644,88.9,5.9,87.9,6.8,8.5,5.4,72.1,89.4,5.7,28.0,Bokaro
Jharkhand,4.4,72,4.5,66,76.7,4.6,6,33.5,76.8,4.5,12282,6.3,4.0,11282,61.4,4.5,13.4,61.1,3.4,69267,18.0,18.0,5757,23.6,64.3,12987.0,14.4,24.7,12013.0,6.2,974,19.1,24.8,12476.0,92.6,11550.0,92.2,55.1,4.2,2398,71.5,4.3,70.9,4.8,19.2,4.5,58.4,71.8,4.6,42.0,Chatra
Jharkhand,3.8,67,4.5,54,72.1,5.1,13,35.1,71.6,3.8,10177,1.8,3.8,8261,56.3,3.5,23.0,55.5,4.0,54269,15.0,14.0,9661,21.7,64.6,11067.0,15.2,23.1,9159.0,5.6,1908,17.4,23.7,10598.0,90.1,8760.0,89.9,57.1,3.8,1815,68.8,3.8,68.4,5.1,22.4,4.3,60.0,71.4,4.8,31.0,Deoghar
Jharkhand,4.9,121,6.3,45,79.3,6.5,76,37.0,78.5,6.2,22724,4.0,4.4,11849,69.3,4.8,9.2,69.2,4.0,118510,6.0,7.0,57210,23.6,84.9,22763.0,13.9,24.7,12085.0,2.0,10678,18.4,29.9,21277.0,93.8,11314.0,91.9,49.9,4.9,4769,81.4,5.8,82.0,6.9,12.3,5.2,80.6,78.1,5.5,26.0,Dhanbad
Jharkhand,6.3,83,6.7,75,81.8,7.1,8,26.3,81.6,6.4,11265,4.6,6.0,10339,72.7,6.3,18.2,72.3,5.6,55026,12.0,13.0,4390,25.4,67.8,11408.0,11.9,26.7,10492.0,3.0,916,18.7,27.3,10648.0,93.3,9798.0,93.1,58.7,6.2,2734,81.7,6.2,81.3,7.3,21.2,6.7,64.5,82.1,7.0,45.0,Dumka
Jharkhand,4.4,79,4.6,74,82.0,4.7,5,36.0,81.6,4.5,20717,1.95,4.2,19654,65.7,4.8,27.0,65.1,3.6,106313,13.0,13.0,5491,23.3,56.6,19725.0,17.1,24.5,18659.0,3.9,1066,18.7,24.9,19177.0,95.1,18156.0,94.8,64.3,4.2,3129,74.7,4.2,74.1,4.9,20.8,4.6,52.4,78.0,4.7,33.0,Garhwa
Jharkhand,3.6,112,4.1,101,66.0,4.6,11,33.5,65.8,3.6,20259,2.0,4.3,19266,46.5,4.6,15.1,46.2,3.9,117241,10.0,11.0,5608,21.6,69.4,23850.0,11.6,22.4,22803.0,9.4,1047,17.5,22.6,22975.0,86.7,21992.0,86.6,58.0,3.8,4090,61.8,3.8,61.3,4.4,24.5,4.1,64.9,60.4,4.6,28.0,Giridih
Jharkhand,6.6,60,6.8,56,76.3,6.9,4,30.3,76.2,6.7,13249,1.95,4.7,12550,55.9,4.7,18.2,55.6,4.7,67445,25.0,26.0,3534,23.2,55.1,12790.0,16.3,24.3,12108.0,4.5,682,16.5,24.6,12224.0,93.7,11569.0,93.7,62.9,6.3,2704,67.7,6.4,67.5,7.2,16.9,6.7,49.9,70.1,6.8,54.0,Godda
Jharkhand,7.8,154,9.1,141,90.2,10.2,13,43.7,90.1,8.0,33467,1.3,6.6,31471,80.8,8.2,36.6,80.8,5.0,166488,11.0,12.0,9756,25.2,53.7,29190.0,21.4,25.8,27485.0,1.4,1705,16.3,26.3,26940.0,97.0,25386.0,97.0,51.8,8.6,7514,86.1,8.7,85.9,9.4,14.5,8.9,47.7,88.8,10.0,45.0,Gumla
Jharkhand,4.1,98,4.5,67,86.9,4.8,31,49.5,86.6,4.2,22829,3.8,4.2,19252,70.6,4.6,28.1,70.2,3.8,124592,15.0,15.0,18794,19.9,75.1,24930.0,18.6,20.7,21400.0,1.8,3530,15.4,21.6,23816.0,97.2,20481.0,97.3,45.4,4.2,4328,80.1,4.2,80.2,4.7,13.5,4.4,68.8,82.4,4.7,29.0,Hazaribagh
Jharkhand,4.2,72,4.5,54,83.2,4.8,18,51.4,83.5,4.1,12349,1.9,4.5,10701,61.8,4.4,26.7,65.1,4.6,72466,9.0,9.0,9395,22.6,80.9,14701.0,12.0,23.7,12869.0,2.4,1832,18.2,24.2,14026.0,97.2,12290.0,96.8,48.3,4.1,2589,75.0,4.1,78.5,4.9,18.6,4.5,78.1,78.2,4.7,27.0,Kodarma
Jharkhand,7.7,107,8.3,87,93.9,8.8,20,50.9,94.1,7.8,22851,1.2,6.8,20510,88.1,7.0,37.8,88.2,6.7,118200,14.0,15.0,11978,27.0,62.6,20995.0,25.0,27.6,18815.0,1.2,2180,18.8,28.6,19514.0,97.6,17456.0,97.5,52.5,7.8,5394,91.3,8.0,91.1,8.7,15.6,8.1,57.2,91.2,8.6,53.0,Lohardaga
Jharkhand,6.4,33,6.8,30,75.5,7.1,3,26.1,75.4,6.4,6472,1.95,4.8,6007,47.6,4.4,20.8,47.3,5.2,31934,21.0,22.0,2109,29.2,61.6,6344.0,20.9,31.0,5909.0,3.4,435,22.5,31.6,5902.0,94.8,5486.0,94.7,67.6,5.8,1652,62.3,5.9,62.1,7.6,23.8,6.6,60.6,64.6,6.9,52.0,Pakaur
Jharkhand,5.1,131,5.0,119,81.2,5.0,12,37.6,80.9,5.1,25256,4.2,5.2,24045,64.5,5.6,23.5,64.2,4.9,134018,17.0,17.0,6772,21.9,65.0,24457.0,12.3,22.9,23300.0,4.5,1157,16.8,23.1,23587.0,94.0,22486.0,93.6,58.6,4.8,4188,77.5,4.8,77.1,5.3,20.6,5.1,59.0,76.6,5.0,40.0,Palamu
Jharkhand,7.5,126,8.7,96,87.7,9.3,30,32.2,86.9,8.1,21904,5.7,4.9,18551,74.5,5.6,24.1,73.0,4.2,104482,18.0,20.0,16070,25.4,53.9,18686.0,17.1,26.4,15546.0,2.7,3140,17.3,27.7,17333.0,95.5,14386.0,95.0,62.0,7.5,4816,84.1,8.1,82.9,9.3,12.5,8.1,39.5,80.8,8.7,53.0,Pashchimi Singhbhum
Jharkhand,4.8,279,6.4,97,92.3,7.1,182,56.1,93.3,5.6,37470,1.5,4.8,16513,85.0,5.3,38.9,87.2,4.3,174472,8.0,10.0,99262,20.1,74.1,35135.0,19.3,20.7,15307.0,0.7,19828,14.7,24.1,32951.0,98.5,14287.0,98.2,52.0,5.2,5993,92.0,6.0,92.8,6.7,6.9,5.5,60.9,90.6,6.0,25.0,Purbi Singhbhum
Jharkhand,5.5,137,6.4,75,90.9,6.9,62,53.3,91.6,5.9,26129,3.2,5.9,17666,81.5,6.8,33.8,84.5,4.9,133247,9.0,9.0,42670,22.7,72.3,24887.0,24.1,23.6,16779.0,1.3,8108,16.5,25.8,23089.0,97.5,15461.0,97.1,44.2,5.8,5203,90.1,5.9,89.8,6.9,9.9,6.2,64.4,89.9,6.9,30.0,Ranchi
Jharkhand,6.2,271,6.6,229,74.4,6.9,42,25.0,73.9,6.3,51689,2.0,5.0,47183,57.9,5.2,17.5,57.2,4.8,261780,22.0,23.0,23036,23.5,55.7,49915.0,17.7,24.1,45721.0,6.1,4194,17.1,24.9,46814.0,91.6,42876.0,91.0,65.3,6.3,11814,70.7,6.5,70.0,6.8,17.3,6.5,47.7,71.6,6.7,52.0,Sahibganj
Madhya Pradesh,7.8,69,8.7,56,94.5,9.6,13,79.5,95.0,7.9,17292,15.6,8.1,14958,82.5,9.0,71.5,85.2,7.1,73641,12.92,13.09,10412,22.5,85.7,14732.0,27.3,23.5,12675.0,2.8,2057,13.9,24.3,13893.0,97.0,11976.0,97.3,20.1,8.1,3271,87.0,8.1,88.3,9.3,4.8,8.6,79.8,90.9,9.5,58.78,Balaghat
Madhya Pradesh,10.3,55,10.7,43,82.2,11.4,12,67.7,79.6,10.0,10787,5.7,13.4,8860,68.3,15.3,63.6,64.6,11.4,53874,24.84,22.24,8872,31.2,70.1,10991.0,60.4,33.7,9116.0,4.2,1875,20.0,34.0,10539.0,93.0,8785.0,91.6,78.1,10.2,2781,76.8,9.7,73.8,11.7,41.1,11.2,65.7,76.1,12.1,65.66,Barwani
Madhya Pradesh,8.2,80,8.9,59,94.0,9.1,21,86.2,93.9,8.7,15615,16.6,6.7,12333,64.7,7.4,75.2,63.8,5.9,70327,16.48,18.4,14303,23.7,82.4,13355.0,37.4,24.8,10533.0,3.0,2822,15.2,26.3,12599.0,96.7,9960.0,96.7,26.5,8.0,2865,75.4,8.3,73.9,9.5,6.5,8.5,78.9,77.0,8.8,60.8,Betul
Madhya Pradesh,5.9,93,7.3,63,82.8,7.9,30,83.3,81.7,6.5,22756,6.5,5.4,15478,71.3,5.8,79.0,69.3,4.9,106513,22.96,24.96,34741,22.6,79.8,19869.0,58.2,23.5,13117.0,3.4,6752,16.0,24.9,19102.0,95.7,12620.0,95.6,46.5,6.1,3521,80.8,6.7,79.2,7.8,23.0,6.6,78.3,79.4,7.1,54.14,Bhind
Madhya Pradesh,4.5,111,7.4,16,85.5,8.6,95,86.3,94.0,6.0,16609,7.1,5.3,2443,71.9,6.2,77.3,88.2,4.3,76043,18.5,16.82,64321,18.6,90.3,15194.0,62.7,19.9,2178.0,2.1,13016,13.1,26.7,14449.0,97.7,2084.0,97.5,45.8,5.1,2614,79.1,6.0,89.4,8.7,6.6,5.6,87.8,81.8,6.6,47.57,Bhopal
Madhya Pradesh,7.1,46,8.1,32,73.2,8.5,14,80.9,70.1,7.7,9252,1.0,6.0,7197,43.5,6.7,72.4,37.0,5.1,43340,17.08,15.64,9846,29.4,75.1,7907.0,49.1,30.9,6074.0,4.7,1833,21.9,34.3,7704.0,93.6,5930.0,93.3,48.9,7.0,1927,64.3,7.4,60.3,8.9,36.2,7.6,74.2,64.6,8.1,63.16,Chhatarpur
Madhya Pradesh,7.0,59,8.7,39,90.8,10.1,20,79.5,89.8,7.3,9442,7.5,6.7,6589,62.2,7.4,70.6,63.7,6.1,42742,24.1,25.25,12682,22.7,79.7,8233.0,30.5,24.0,5791.0,5.2,2442,14.5,25.2,7743.0,93.7,5470.0,92.9,34.6,7.6,1860,83.5,8.0,83.1,9.4,6.3,8.2,79.5,66.4,9.3,69.02,Chhindwara
